Id,Sentence,Title,Author
6711,Come forward.,Radiance,Catherynne M. Valente
6712,"Below her are the lights of the valley, like burning jewels on a dark tide.",Void Star,Zachary Mason
6713,There are a number of smells one expects to encounter in a dungeon.,Clockwork Boys,T. Kingfisher
6714,My landlord didn't want to call the cops.,Exes,Max Winter
6715,"Far from here, there's a church.",Mr. Splitfoot,Samantha Hunt
6717,"Somewhere between takeoff and landing, Shriver had lost his ability to read.",Shriver,Chris Belden
6718,A spot of light appeard on the deep red rug which covered the raw rock of the cave floor.,Children Of Dune,Frank Herbert
6719,"Good-bye school shoes, said Tuesday McGillycuddy, dropping her battered black lace-ups into a bin full of lunch wraps and orange peel.",Finding Serendipity,Angelica Banks
6720,Vivienne Small lived in a treehouse.,A Week Without Tuesday,Angelica Banks
6721,This is how it is when winter falls.,Blueberry Pancakes Forever,Angelica Banks
6722,"When the ghola-baby was delivered from the first Bene Geserit axlotl tank, Mother Superior Darwi Odrade ordered a quiet celebration in her private dining room atop Central.",Chapterhouse: Dune,Frank Herbert
6724,"The day my mom checked out, Razor Blade Baby moved in.","Ghosts, Cowboys",Claire Vaye Watkins
6725,"Taraza told you, did she not, that we have gone through eleven of these Duncan Idaho gholias?.",Heretics Of Dune,Frank Herbert
6726,What led you to take your particular approach to a history of Muad'dib?.,Dune Messiah,Frank Herbert
6727,"An author ought to consider himself, not as a gentleman who gives a private or eleemosynary treat, but rather as one who keeps a public ordinary, at which all persons are welcome for their money.","The History Of Tom Jones, A Foundling",Henry Fielding
6728,"Scarcely had the Abbey Bell tolled for five minutes, and already was the Church of the Capuchins thronged with Auditors.",The Monk,Matthew Lewis
6730,"YEAH, I KNOW.","Magnus Chase And The Gods Of Asgard, Book 1 The Sword Of Summer",Rick Riordan
6731,"It occurred as far back as February 15, 1850.",A Strange Manuscript Found In A Copper Cylinder,James De Mille
6732,That year the mayor decided to name the streets after presidents who had been assassinated.,Rescuers Of Skydivers Search Among The Clouds,Patrick Lawler
6733,He always shot up by TV light.,American Tabloid,James Ellroy
6734,"Hey, Mouse! Play us something, one of the mechanics called from the bar.",Nova,Samuel R. Delany
6735,"As they were leaving the Mumbanyo, someone threw something at them.",Euphoria,Lily King
6736,"Mr and Mrs Dursley were proud to say that they were perfectly normal, thank you very much.",Harry Potter And The Philosopher's Stone,J.K. Rowling
6737,"We left on a school day, so Esther wouldn't see us.",The Flame Alphabet,Ben Marcus
6738,Valera had fallen back from his squadron and was cutting the wires of another rider's lamp.,The Flamethrowers,Rachel Kushner
6739,"All the trouble, of course, began with Velázquez.",The Petting Zoo,Jim Carroll
6740,It's a port city.,Babel-17,Samuel R. Delany
6741,"The intense interest aroused in the public by what was known at the time as ""The Styles Case"" has now somewhat subsided.",The Mysterious Affair At Styles,Agatha Christie
6743,"Not every thirteen-year-old girl is accused of murder, brought to trial, and found guilty.",The True Confessions Of Charlotte Doyle,Avi
6744,"My name is Homer P. Figg, and these are my true adventures.",The Mostly True Adventures Of Homer P. Figg,Rodman Philbrick
6745,"Snow was falling on Riverside, great white feather-puffs that veiled the cracks in the facades of its ruined houses; slowly softening the harsh contours of jagged roof and fallen beam.",Swordspoint,Ellen Kushner
6746,"When the Stippled Silver Kennel, Inc. , went into the wholesale raising of silver foxes for a world market, its two partners brought to the enterprise a comfortable working capital and an uncomfortable ignorance of the brain-reactions of a fox.",A Heart Of A Dog,Albert Payson Terhune
6747,Aliens are stupid.,The 5Th Wave,Rick Yancey
6748,"Each year, at the end of March, a great fair was hild in Cría, the capital of Galla.",Wild Magic,Tamora Pierce
6749,"His Royal Highness Kaddar, prince of Siraj, duke of Yamut, count of Amar, first lord of the Imperium, heir apparent to His Most Serene Majesty Emperor Ozorne of Carthak, fanned himself and wished the Tortallans would dock.",Emperor Magic,Tamora Pierce
6750,Kristin Bjornsen wondered if summer on the planet Barevi could possibly be the only season.,Freedom's Landing,Anne Mccaffrey
6751,"In the land of Ingary, where such things as seven-league boots and cloaks of invisibility really exist, it is quite a misfortune to be born the eldest of three.",Howl's Moving Castle,Diana Wynne Jones
6752,I have to.,Bitten,Kelley Armstrong
6753,"The jungle was darkly verdant, secretive, menacing.",Raiders Of The Lost Ark,Campbell Black
6754,My name is Moon.,Half-Moon Investigations,Eoin Colfer
6755,The rain started just as the train pulled out of Ayase Station.,All She Was Worth,Miyuki Miyabe
6756,Anna readjusted her floppy brown hat and shifted her weight in the saddle.,Darksong Rising,"L.E. Modesitt, Jr."
6757,"Awake and about, woman! There's a hot plankton count to be done.",Choosers Of The Slain,James H. Cobb
6758,I am a cat.,I Am A Cat,Soseki Natsume
6759,"The heavy gong sounds, and the two women in the uniform of the Council turn and open the lacquered double doors, each bearing the ancient symbol of the Council of Wei.",The Spellsong War,"L.E. Modesitt, Jr."
6760,I'm penciling in my eyebrows when the smog alert siren starts blaring.,Real World,Natsuo Kirino
6761,This time there would be no witnesses.,Dirk Gently’S Holistic Detective Agency,Douglas Adams
6762,"Ever since I can remember, I had wanted to know about the Land of the Golden Mountain, but my mother had never wanted to talk about it.",Dragonwings,Laurence Yep
6763,Derian Carter awoke with his shirt front wet with blood and his head pounding.,Wolf Captured,Jane Lindsokold
6764,The lecture was really boring.,The Practice Effect,David Brin
6765,"Suppose that you and I were sitting in a quiet room overlooking a garden, chatting and sipping at our cups of green tea while we talked about something that had happened a long while ago, and I said to you, ""That afternoon when I met so-and-so.",Memoirs Of A Geisha,Arthur Golden
6766,"At dusk, the third day of the third month, in the fifty-seventh year of the Empire of the Great Ming, a farmer entered a teahouse.",Usurper Of The Sun,Housuke Nojiri
6767,"Lying on his back in the darkness of his bedchamber, King Allister of the Pledge listened to his wife's soft breathing.","Wolf's Head, Wolf's Heart",Jane Lindskold
6768,"How strange, that such an insignificant little world should come to matter so much.",The Uplift War,David Brin
6771,Aaa-Rooo!.,Through Wolf's Eyes,Jane Lindskold
6772,"Two or three times a year, on important occasions, like the Austrian Embassy Ball or one of Lady Billingstone's famous soirees, the Comtesse de Dreux-Soubise wore the Queen's Necklace upon her white shoulders.",Arsene Lupin Vs. Countess Cagliostro,Maurice Leblanc
6773,Austar IV is the fourth planet of a seven-planet rim-system in the Erato Galaxy.,Dragon's Blood,Jane Yolen
6774,"Oriental or Renaissance cabinets, mingled with the hues of the pictures, the tapestry, the Persian rugs about the polished floor to fill the hall with a rich glow of colour.",Arsene Lupin,Maurice Leblanc
6775,"Long, long ago a king arrived in the north.",Midnight For Charlie Bone,Jenny Nimmo
6776,"Will said, turning a page, “He liked woad. He says— listen— the decoction of Woad drunken is good for bodies of a strong constitution, as of country people, and such as are accustomed to great labour and hard coarse fare. ”.",Silver On The Tree,Susan Cooper
6777,"A thin crescent moon, high in the sky, shed faint white light over Dimwood Forest.",Poppy,Avi/Floca
6778,"This morning, just after 11:00, Michael locked himself in his office and he won’t come out.",Microserfs,Douglas Coupland
6779,"After the holiday mass, the parishioners drifted apart to their homes.",The Petty Demon,Fyodor Sologub
6780,"Nick Naylor had been called many things since becoming chief spokesman for the Academy of Tobacco Studies, but until now no one had actually compared him to Satan.",Thank You For Smoking,Christopher Buckley
6781,"Around quarter past twelve in a science classroom when the flame just turned green, in the school neighbourhood somebody started to play a piano and that was the time when everything became a mess.",The Paul Street Boys,Ferenc Molnár
6782,"The hottest day of the summer so far was drawing to a cloes and a drowsy silence lay over the large, square houses of Privet Drive.",Harry Potter And The Order Of The Phoenix,J.K. Rowling
6783,"Like a cat that hides under the barn to have her kittens, a wyvern mother-to-be likes a nice, private spot to lay her egg.",Hatching Magic,Ann Downer
6784,"The villagers of Little Hangleton still called it 'the Riddle House', even though it had been many years sice the Riddle family had lived there.",Harry Potter And The Goblet Of Fire,J.K. Rowling
6785,Once upon a time--before kings and queens were replaced by an act of Congress and when kissing a frog still sometimes resulted in more than a case of warts--there lived a young princess named Jennifer.,A Hidden Magic,Vivian Vande Velde
6786,"Mr and Mrs Dursley, of number four, Privet Drive, were proud to say that they were perfectly normal, thank you very much.",Harry Potter And The Philospher's Stone,J.K. Rowling
6787,Nory Horace arrived at Dunwiddle Magic School with really wet feet.,Upside-Down Magic: Showing Off,"Sarah Mlynowski, Lauren Myracle, Emily Jenkins"
6788,"Skimming over the banks of the banks of the stream, Shade heard the beetle warming up its wings.",Silverwing,Kenneth Oppel
6789,The bulletin board outside Lecture Hall 1712-A of Patrick Henry High School showed a flashing red light.,Tunnel In The Sky,Robert Heinlein
6790,The lone wolf howls to rejoin the pack from which he is separated.,Hemlock Grove,Brian Mcgreevy
6791,Don't get me wrong: I love the restaurant business.,Kitchen Confidential Adventures In The Culinary Underbelly,Anthony Bourdain
6792,"Naotsugu, look out!.",Log Horizon The Beginning Of Another World,Mamare Touno
6793,"Physicist Leonardo Vetra smelled burning flesh, and he knew it was his own.",Angels & Demons,Dan Brown
6794,"August 25, 1991. Dear friend, I am writing to you because she said you would listen and understand and didn’t try to sleep with that person at that party even though you could have.",Perks Of Being A Wallflower,Steven Chbosky
6795,"Matthias cut a comical little figure as he wobbled his way along the cloisters, with his large sandals flip-flopping and his tail peeping from beneath the folds of an oversized novice’s habit.",Redwall,Brian Jacques
6796,"The M. S. Orion was tied up at Savannah, Georgia.",Dragons In The Waters,Madeline L’Engle
